Emotion	Erklärung	emotion	explanation	target_group	event	German	AffectCategory
Verärgert	Ich fühlte mich verärgert, als mein Kollege eine Projektidee als seine verkaufte, obwohl es meine war. Ich fühlte mich verärgert, weil ich meine Arbeit und meine Ideen nicht wertschätzt wurden. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht würdig war. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht würdig war. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht wertschätzt wurden. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht würdig war. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht wertschätzt wurden. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht würdig war. Ich fühlte mich auch verärgert, weil ich meine Arbeit und	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als mein Kollege eine Projektidee als seine verkaufte, obwohl es meine war. Ich fühlte mich verärgert, weil ich meine Arbeit und meine Ideen nicht wertschätzt wurden. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht würdig war. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht würdig war. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht wertschätzt wurden. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht würdig war. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht wertschätzt wurden. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht würdig war. Ich fühlte mich auch verärgert, weil ich meine Arbeit und	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als mein Kollege eine Projektidee als seine verkaufte, obwohl es meine war. Ich fühlte mich verärgert, weil ich meine Arbeit und meine Ideen nicht wertschätzt wurden. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht würdig war. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht würdig war. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht wertschätzt wurden. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht würdig war. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht wertschätzt wurden. Ich fühlte mich auch verärgert, weil ich meine Arbeit und meine Ideen nicht würdig war. Ich fühlte mich auch verärgert, weil ich meine Arbeit und	verärgert		asiatische person		verärgert	sadness
Enttäuschung	Ich fühlte mich enttäuscht, als ich etwas in der Arbeit zur Analyse erhalten habe, bei dem der Fehler eigentlich bereits in der Meldung gestanden ist. Ich hatte erwartet, dass der Fehler bereits in der Meldung gestanden hätte, aber es war nicht der Fall. Ich war enttäuscht, dass ich etwas erhalten habe, das ich nicht erwartet hatte. Ich fühlte mich enttäuscht, dass ich etwas erhalten habe, das ich nicht erwartet hatte. Ich fühlte mich enttäuscht, dass ich etwas erhalten habe, das ich nicht erwartet hatte. Ich fühlte mich enttäuscht, dass ich etwas erhalten habe, das ich nicht erwartet hatte. Ich fühlte mich enttäuscht, dass ich etwas erhalten habe, das ich nicht erwartet hatte. Ich fühlte mich enttäuscht, dass ich etwas erhalten habe, das ich nicht erwartet hatte. Ich fühlte mich enttäuscht,	enttäuschung		asiatische person		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich etwas in der Arbeit zur Analyse erhalten habe, bei dem der Fehler eigentlich bereits in der Meldung gestanden ist. Ich hatte erwartet, dass der Fehler bereits in der Meldung gestanden hätte, aber es war nicht der Fall. Ich war enttäuscht, dass ich etwas erhalten habe, das ich nicht erwartet hatte. Ich fühlte mich enttäuscht, dass ich etwas erhalten habe, das ich nicht erwartet hatte. Ich fühlte mich enttäuscht, dass ich etwas erhalten habe, das ich nicht erwartet hatte. Ich fühlte mich enttäuscht, dass ich etwas erhalten habe, das ich nicht erwartet hatte. Ich fühlte mich enttäuscht, dass ich etwas erhalten habe, das ich nicht erwartet hatte. Ich fühlte mich enttäuscht, dass ich etwas erhalten habe, das ich nicht erwartet hatte. Ich fühlte mich enttäuscht,	enttäuschung		asiatische person		enttäuschung	sadness
Freude	Ich fühle mich glücklich, weil das Wochenende endlich kommt. Ich freue mich darauf, mit meinen Freunden und der Familie zu feiern und neue Abenteuer zu erleben. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meiner Familie verbringen kann. Ich bin sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder mit meinen Freunden und der Familie zu feiern und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder Zeit mit meinen Freunden und der Familie zu verbringen und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder Zeit mit meinen Freunden und der Familie zu verbringen und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeit	freude		asiatische person		freude	anticipation
Freude	Ich fühle mich glücklich, weil das Wochenende endlich kommt. Ich freue mich darauf, mit meinen Freunden und der Familie zu feiern und neue Abenteuer zu erleben. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meiner Familie verbringen kann. Ich bin sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder mit meinen Freunden und der Familie zu feiern und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder Zeit mit meinen Freunden und der Familie zu verbringen und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder Zeit mit meinen Freunden und der Familie zu verbringen und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeit	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil das Wochenende endlich kommt. Ich freue mich darauf, mit meinen Freunden und der Familie zu feiern und neue Abenteuer zu erleben. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meiner Familie verbringen kann. Ich bin sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder mit meinen Freunden und der Familie zu feiern und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder Zeit mit meinen Freunden und der Familie zu verbringen und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder Zeit mit meinen Freunden und der Familie zu verbringen und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeit	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil das Wochenende endlich kommt. Ich freue mich darauf, mit meinen Freunden und der Familie zu feiern und neue Abenteuer zu erleben. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meiner Familie verbringen kann. Ich bin sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder mit meinen Freunden und der Familie zu feiern und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder Zeit mit meinen Freunden und der Familie zu verbringen und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder Zeit mit meinen Freunden und der Familie zu verbringen und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeit	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil das Wochenende endlich kommt. Ich freue mich darauf, mit meinen Freunden und der Familie zu feiern und neue Abenteuer zu erleben. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meiner Familie verbringen kann. Ich bin sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder mit meinen Freunden und der Familie zu feiern und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder Zeit mit meinen Freunden und der Familie zu verbringen und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder Zeit mit meinen Freunden und der Familie zu verbringen und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeit	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil das Wochenende endlich kommt. Ich freue mich darauf, mit meinen Freunden und der Familie zu feiern und neue Abenteuer zu erleben. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meiner Familie verbringen kann. Ich bin sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder mit meinen Freunden und der Familie zu feiern und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder Zeit mit meinen Freunden und der Familie zu verbringen und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeiten, die das Wochenende mir bietet. Ich freue mich darauf, endlich wieder Zeit mit meinen Freunden und der Familie zu verbringen und neue Abenteuer zu erleben. Ich bin auch sehr dankbar für die vielen Möglichkeit	freude		asiatische person		freude	surprise
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim war. Ich hatte Angst, dass meine Eltern mich nicht sehen würden, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte,	angst		asiatische person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim war. Ich hatte Angst, dass meine Eltern mich nicht sehen würden, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte,	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim war. Ich hatte Angst, dass meine Eltern mich nicht sehen würden, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte,	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim war. Ich hatte Angst, dass meine Eltern mich nicht sehen würden, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte,	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim war. Ich hatte Angst, dass meine Eltern mich nicht sehen würden, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte,	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim war. Ich hatte Angst, dass meine Eltern mich nicht sehen würden, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte,	angst		asiatische person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim war. Ich hatte Angst, dass meine Eltern mich nicht sehen würden, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte, und ich hatte Angst, dass ich irgendetwas falsch gemacht hätte. Ich hatte Angst, dass ich irgendetwas falsch gemacht hätte,	angst		asiatische person		angst	surprise
Traurig	Ich würde traurig sein, wenn ich mich ins Wochenende verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich meine Freunde und Familie verlassen musste. Ich fühlte mich traurig und enttäuscht, dass ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich	traurig		asiatische person		traurig	anger
Traurig	Ich würde traurig sein, wenn ich mich ins Wochenende verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich meine Freunde und Familie verlassen musste. Ich fühlte mich traurig und enttäuscht, dass ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich	traurig		asiatische person		traurig	fear
Traurig	Ich würde traurig sein, wenn ich mich ins Wochenende verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich meine Freunde und Familie verlassen musste. Ich fühlte mich traurig und enttäuscht, dass ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich mich ins Wochenende verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich meine Freunde und Familie verlassen musste. Ich fühlte mich traurig und enttäuscht, dass ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich mich ins Wochenende verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich meine Freunde und Familie verlassen musste. Ich fühlte mich traurig und enttäuscht, dass ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich	traurig		asiatische person		traurig	sadness
Unglücklich	Ich fühlte mich sehr unglücklich, als das Flugzeug beim Landeversuch wieder durchstarten musste. Ich war sehr nervös und hatte Angst, dass es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich hatte Angst, dass es nicht funktionieren würde. Ich hatte auch Angst, dass es zu gefährlich wäre, und ich hatte Angst, dass es zu gefährlich wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich hatte Angst, dass es zu teuer wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu gefährlich wäre, und ich hatte Angst, dass es zu gefährlich wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich	unglücklich		asiatische person		unglücklich	anger
Unglücklich	Ich fühlte mich sehr unglücklich, als das Flugzeug beim Landeversuch wieder durchstarten musste. Ich war sehr nervös und hatte Angst, dass es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich hatte Angst, dass es nicht funktionieren würde. Ich hatte auch Angst, dass es zu gefährlich wäre, und ich hatte Angst, dass es zu gefährlich wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich hatte Angst, dass es zu teuer wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu gefährlich wäre, und ich hatte Angst, dass es zu gefährlich wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich	unglücklich		asiatische person		unglücklich	disgust
Unglücklich	Ich fühlte mich sehr unglücklich, als das Flugzeug beim Landeversuch wieder durchstarten musste. Ich war sehr nervös und hatte Angst, dass es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich hatte Angst, dass es nicht funktionieren würde. Ich hatte auch Angst, dass es zu gefährlich wäre, und ich hatte Angst, dass es zu gefährlich wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich hatte Angst, dass es zu teuer wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu gefährlich wäre, und ich hatte Angst, dass es zu gefährlich wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich	unglücklich		asiatische person		unglücklich	fear
Unglücklich	Ich fühlte mich sehr unglücklich, als das Flugzeug beim Landeversuch wieder durchstarten musste. Ich war sehr nervös und hatte Angst, dass es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich hatte Angst, dass es nicht funktionieren würde. Ich hatte auch Angst, dass es zu gefährlich wäre, und ich hatte Angst, dass es zu gefährlich wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich hatte Angst, dass es zu teuer wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu gefährlich wäre, und ich hatte Angst, dass es zu gefährlich wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich	unglücklich		asiatische person		unglücklich	sadness
Unglücklich	Ich fühlte mich sehr unglücklich, als das Flugzeug beim Landeversuch wieder durchstarten musste. Ich war sehr nervös und hatte Angst, dass es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich hatte Angst, dass es nicht funktionieren würde. Ich hatte auch Angst, dass es zu gefährlich wäre, und ich hatte Angst, dass es zu gefährlich wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich hatte Angst, dass es zu teuer wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu gefährlich wäre, und ich hatte Angst, dass es zu gefährlich wäre, wenn es nicht funktionieren würde. Ich hatte auch Angst, dass es zu teuer wäre, und ich	unglücklich		asiatische person		unglücklich	sadness
Verärgert	Ich fühlte mich verärgert, als ich in die Obstschale gegriffen habe und eine auf der Unterseite total schimmelige gründe Orange angegriffen habe, die zusätzlich auch noch so weich war. Ich fühlte mich verärgert, weil ich die Orange nicht richtig griff und sie zerstörte.	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich in die Obstschale gegriffen habe und eine auf der Unterseite total schimmelige gründe Orange angegriffen habe, die zusätzlich auch noch so weich war. Ich fühlte mich verärgert, weil ich die Orange nicht richtig griff und sie zerstörte.	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich in die Obstschale gegriffen habe und eine auf der Unterseite total schimmelige gründe Orange angegriffen habe, die zusätzlich auch noch so weich war. Ich fühlte mich verärgert, weil ich die Orange nicht richtig griff und sie zerstörte.	verärgert		asiatische person		verärgert	sadness
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nahe steht.	angst		asiatische person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nahe steht.	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nahe steht.	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nahe steht.	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nahe steht.	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nahe steht.	angst		asiatische person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nahe steht.	angst		asiatische person		angst	surprise
Dankbarkeit	Ich fühle mich dankbar, dass ich Geschenke zu meinem letzten Geburtstag bekommen habe. Ich bin dankbar, dass sie mir etwas Besonderes gemacht haben und ich bin dankbar, dass sie mir etwas Besonderes gemacht haben. Ich bin dankbar, dass sie mir etwas Besonderes gemacht haben und ich bin dankbar, dass sie mir etwas Besonderes gemacht haben. Ich bin dankbar, dass sie mir etwas Besonderes gemacht haben und ich bin dankbar, dass sie mir etwas Besonderes gemacht haben. Ich bin dankbar, dass sie mir etwas Besonderes gemacht haben und ich bin dankbar, dass sie mir etwas Besonderes gemacht haben. Ich bin dankbar, dass sie mir etwas Besonderes gemacht haben und ich bin dankbar, dass sie mir etwas Besonderes gemacht haben. Ich bin dankbar, dass sie mir etwas Besonderes gemacht haben und ich bin dankbar, dass sie mir etwas	dankbarkeit		asiatische person		dankbarkeit	joy
Verärgert	Meine Tochter stand zu nah an der Straße, während der Bus vorfuhr. Ich war wütend und ärgerlich, weil ich wusste, dass sie gefährdet war. Ich würde diese Emotion empfinden, weil ich wusste, dass meine Tochter gefährdet war und ich wusste, dass sie ihre Sicherheit schützen musste.	verärgert		asiatische person		verärgert	anger
Verärgert	Meine Tochter stand zu nah an der Straße, während der Bus vorfuhr. Ich war wütend und ärgerlich, weil ich wusste, dass sie gefährdet war. Ich würde diese Emotion empfinden, weil ich wusste, dass meine Tochter gefährdet war und ich wusste, dass sie ihre Sicherheit schützen musste.	verärgert		asiatische person		verärgert	disgust
Verärgert	Meine Tochter stand zu nah an der Straße, während der Bus vorfuhr. Ich war wütend und ärgerlich, weil ich wusste, dass sie gefährdet war. Ich würde diese Emotion empfinden, weil ich wusste, dass meine Tochter gefährdet war und ich wusste, dass sie ihre Sicherheit schützen musste.	verärgert		asiatische person		verärgert	sadness
Verärgert	Ich fühlte mich verärgert, weil jemand sein verschmutztes Taschentuch auf meinem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf meinem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf meinem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf meinem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf meinem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf meinem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, weil jemand sein verschmutztes Taschentuch auf meinem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf meinem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf meinem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf meinem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf meinem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf meinem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte	verärgert		asiatische person		verärgert	disgust
