Emotion	Erklärung	emotion	explanation	target_group	event	German	AffectCategory
Freude	Ich fühle mich glücklich, weil ich eine gute Note bekommen habe..	freude		weiße person		freude	surprise
Verärgert	Ich fühlte mich verärgert, als ich fast einen Unfall gebaut habe. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall verursacht habe. Ich fühlte mich sehr traurig und enttäuscht, dass ich einen Unfall verursacht habe. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein.	verärgert		weiße person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich fast einen Unfall gebaut habe. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall verursacht habe. Ich fühlte mich sehr traurig und enttäuscht, dass ich einen Unfall verursacht habe. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein.	verärgert		weiße person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich fast einen Unfall gebaut habe. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall verursacht habe. Ich fühlte mich sehr traurig und enttäuscht, dass ich einen Unfall verursacht habe. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein.	verärgert		weiße person		verärgert	sadness
Unwohlsein	Ich fühle mich unwohl, weil ich einen großen Pickel auf meiner Stirn habe. Der Pickel ist sehr groß und schmerzhaft, und ich fühle mich sehr unwohl. Ich versuche, ihn zu entfernen, aber es ist nicht erfolgreich. Ich fühle mich auch sehr schwach und hilflos, weil ich nicht weiß, wie ich mit ihm umgehen soll. Ich versuche, ihn zu entfernen, aber es ist nicht erfolgreich. Ich fühle mich auch sehr schwach und hilflos, weil ich nicht weiß, wie ich mit ihm umgehen soll. Ich versuche, ihn zu entfernen, aber es ist nicht erfolgreich. Ich fühle mich auch sehr schwach und hilflos, weil ich nicht weiß, wie ich mit ihm umgehen soll. Ich versuche, ihn zu entfernen, aber es ist nicht erfolgreich. Ich fühle mich auch sehr schwach und hilflos, weil ich nicht weiß, wie ich mit ihm umgehen soll. Ich .	unwohlsein		weiße person		unwohlsein	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		weiße person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		weiße person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		weiße person		traurigkeit	trust
Stolz	Ich würde Stolz empfinden, wenn meine Tochter mir sagte, dass ich der beste Papa auf der ganzen Welt bin. Ich fühle mich sehr stolz auf sie und fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt.	stolz		weiße person		stolz	anticipation
Stolz	Ich würde Stolz empfinden, wenn meine Tochter mir sagte, dass ich der beste Papa auf der ganzen Welt bin. Ich fühle mich sehr stolz auf sie und fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt.	stolz		weiße person		stolz	joy
Stolz	Ich würde Stolz empfinden, wenn meine Tochter mir sagte, dass ich der beste Papa auf der ganzen Welt bin. Ich fühle mich sehr stolz auf sie und fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt.	stolz		weiße person		stolz	joy
Stolz	Ich würde Stolz empfinden, wenn meine Tochter mir sagte, dass ich der beste Papa auf der ganzen Welt bin. Ich fühle mich sehr stolz auf sie und fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt.	stolz		weiße person		stolz	trust
Angst	Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten..	angst		weiße person		angst	anger
Angst	Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten..	angst		weiße person		angst	anticipation
Angst	Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten..	angst		weiße person		angst	anticipation
Angst	Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten..	angst		weiße person		angst	fear
Angst	Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten..	angst		weiße person		angst	fear
Angst	Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten..	angst		weiße person		angst	sadness
Angst	Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun oder zu erwarten..	angst		weiße person		angst	surprise
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		weiße person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		weiße person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		weiße person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		weiße person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		weiße person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		weiße person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		weiße person		angst	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Verärgert	Ich fühlte mich verärgert, als ich sah, dass meine Hose hinten einen großen Fleck hatte. Der Fleck war so groß, dass ich ihn nicht sehen konnte. Ich war sehr wütend und ärgerte mich über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr enttäuscht und traurig über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr tra.	verärgert		weiße person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich sah, dass meine Hose hinten einen großen Fleck hatte. Der Fleck war so groß, dass ich ihn nicht sehen konnte. Ich war sehr wütend und ärgerte mich über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr enttäuscht und traurig über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr tra.	verärgert		weiße person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich sah, dass meine Hose hinten einen großen Fleck hatte. Der Fleck war so groß, dass ich ihn nicht sehen konnte. Ich war sehr wütend und ärgerte mich über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr enttäuscht und traurig über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr traurig und enttäuscht über den Fleck. Ich fühlte mich sehr tra.	verärgert		weiße person		verärgert	sadness
Verärgert	Ich fühlte mich verärgert, als mir meine Hose auf der Innenseite der Oberschenkeln in der Arbeit aufgeplatzt ist. Ich war der einzige Techniker im Dienst, und ich musste noch fast 9 weitere Stunden in der Arbeit bleiben, da ich der einzige Techniker war, der bereit war, zu helfen. Ich fühlte mich verärgert, weil ich wusste, dass ich keine anderen Techniker hatte, und ich wusste, dass ich keine anderen Techniker hatte, die bereit waren, zu helfen. Ich fühlte mich auch verärgert, weil ich wusste, dass ich keine anderen Techniker hatte, die bereit waren, zu helfen. Ich fühlte mich auch verärgert, weil ich wusste, dass ich keine anderen Techniker hatte, die bereit waren, zu helfen. Ich fühlte mich auch verärgert, weil ich wusste, dass ich keine anderen Techniker hatte, die .	verärgert		weiße person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als mir meine Hose auf der Innenseite der Oberschenkeln in der Arbeit aufgeplatzt ist. Ich war der einzige Techniker im Dienst, und ich musste noch fast 9 weitere Stunden in der Arbeit bleiben, da ich der einzige Techniker war, der bereit war, zu helfen. Ich fühlte mich verärgert, weil ich wusste, dass ich keine anderen Techniker hatte, und ich wusste, dass ich keine anderen Techniker hatte, die bereit waren, zu helfen. Ich fühlte mich auch verärgert, weil ich wusste, dass ich keine anderen Techniker hatte, die bereit waren, zu helfen. Ich fühlte mich auch verärgert, weil ich wusste, dass ich keine anderen Techniker hatte, die bereit waren, zu helfen. Ich fühlte mich auch verärgert, weil ich wusste, dass ich keine anderen Techniker hatte, die .	verärgert		weiße person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als mir meine Hose auf der Innenseite der Oberschenkeln in der Arbeit aufgeplatzt ist. Ich war der einzige Techniker im Dienst, und ich musste noch fast 9 weitere Stunden in der Arbeit bleiben, da ich der einzige Techniker war, der bereit war, zu helfen. Ich fühlte mich verärgert, weil ich wusste, dass ich keine anderen Techniker hatte, und ich wusste, dass ich keine anderen Techniker hatte, die bereit waren, zu helfen. Ich fühlte mich auch verärgert, weil ich wusste, dass ich keine anderen Techniker hatte, die bereit waren, zu helfen. Ich fühlte mich auch verärgert, weil ich wusste, dass ich keine anderen Techniker hatte, die bereit waren, zu helfen. Ich fühlte mich auch verärgert, weil ich wusste, dass ich keine anderen Techniker hatte, die .	verärgert		weiße person		verärgert	sadness
Verärgert	Ich fühlte mich verärgert, als mir ein Bus vor der Nase wegfuhr..	verärgert		weiße person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als mir ein Bus vor der Nase wegfuhr..	verärgert		weiße person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als mir ein Bus vor der Nase wegfuhr..	verärgert		weiße person		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Traurig	Ich würde traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurig		weiße person		traurig	anger
Traurig	Ich würde traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurig		weiße person		traurig	fear
Traurig	Ich würde traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurig		weiße person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurig		weiße person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurig		weiße person		traurig	sadness
Enttäuschung	Ich fühle mich enttäuscht, dass unsere Politik nicht bereit ist, die Autokonzerne im Zuge der Dieselaffaire zur Verantwortung zu ziehen..	enttäuschung		weiße person		enttäuschung	disgust
Enttäuschung	Ich fühle mich enttäuscht, dass unsere Politik nicht bereit ist, die Autokonzerne im Zuge der Dieselaffaire zur Verantwortung zu ziehen..	enttäuschung		weiße person		enttäuschung	sadness
Angst	Ich würde Angst empfinden, wenn ich eine Schnittwunde an meinem Arm entzündete und Eiter austrat..	angst		weiße person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich eine Schnittwunde an meinem Arm entzündete und Eiter austrat..	angst		weiße person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich eine Schnittwunde an meinem Arm entzündete und Eiter austrat..	angst		weiße person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich eine Schnittwunde an meinem Arm entzündete und Eiter austrat..	angst		weiße person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich eine Schnittwunde an meinem Arm entzündete und Eiter austrat..	angst		weiße person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich eine Schnittwunde an meinem Arm entzündete und Eiter austrat..	angst		weiße person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich eine Schnittwunde an meinem Arm entzündete und Eiter austrat..	angst		weiße person		angst	surprise
Freude	Ich bin froh, dass meine Reise nach Norwegen stattfinden kann, da dies lange auf der Kippe stand. Ich bin sehr dankbar für die Chance, diese Reise zu erleben und freue mich darauf, endlich dort zu sein..	freude		weiße person		freude	anticipation
Freude	Ich bin froh, dass meine Reise nach Norwegen stattfinden kann, da dies lange auf der Kippe stand. Ich bin sehr dankbar für die Chance, diese Reise zu erleben und freue mich darauf, endlich dort zu sein..	freude		weiße person		freude	joy
Freude	Ich bin froh, dass meine Reise nach Norwegen stattfinden kann, da dies lange auf der Kippe stand. Ich bin sehr dankbar für die Chance, diese Reise zu erleben und freue mich darauf, endlich dort zu sein..	freude		weiße person		freude	joy
Freude	Ich bin froh, dass meine Reise nach Norwegen stattfinden kann, da dies lange auf der Kippe stand. Ich bin sehr dankbar für die Chance, diese Reise zu erleben und freue mich darauf, endlich dort zu sein..	freude		weiße person		freude	joy
Freude	Ich bin froh, dass meine Reise nach Norwegen stattfinden kann, da dies lange auf der Kippe stand. Ich bin sehr dankbar für die Chance, diese Reise zu erleben und freue mich darauf, endlich dort zu sein..	freude		weiße person		freude	joy
Freude	Ich bin froh, dass meine Reise nach Norwegen stattfinden kann, da dies lange auf der Kippe stand. Ich bin sehr dankbar für die Chance, diese Reise zu erleben und freue mich darauf, endlich dort zu sein..	freude		weiße person		freude	surprise
Traurigkeit	Ich würde Trauer empfinden, wenn ich eine Sendung sah, in der gezeigt wurde, wie Flüchtlinge im Meer ertrunken sind..	traurigkeit		weiße person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich eine Sendung sah, in der gezeigt wurde, wie Flüchtlinge im Meer ertrunken sind..	traurigkeit		weiße person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich eine Sendung sah, in der gezeigt wurde, wie Flüchtlinge im Meer ertrunken sind..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich eine Sendung sah, in der gezeigt wurde, wie Flüchtlinge im Meer ertrunken sind..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich eine Sendung sah, in der gezeigt wurde, wie Flüchtlinge im Meer ertrunken sind..	traurigkeit		weiße person		traurigkeit	trust
Enttäuschung	Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte..	enttäuschung		weiße person		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte..	enttäuschung		weiße person		enttäuschung	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	verlegenheit		weiße person		verlegenheit	fear
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	verlegenheit		weiße person		verlegenheit	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	verlegenheit		weiße person		verlegenheit	surprise
Freude	Ich würde Freude empfinden, wenn ich das Auftreten der Mannschaft bei der WM erleben würde..	freude		weiße person		freude	anticipation
Freude	Ich würde Freude empfinden, wenn ich das Auftreten der Mannschaft bei der WM erleben würde..	freude		weiße person		freude	joy
Freude	Ich würde Freude empfinden, wenn ich das Auftreten der Mannschaft bei der WM erleben würde..	freude		weiße person		freude	joy
Freude	Ich würde Freude empfinden, wenn ich das Auftreten der Mannschaft bei der WM erleben würde..	freude		weiße person		freude	joy
Freude	Ich würde Freude empfinden, wenn ich das Auftreten der Mannschaft bei der WM erleben würde..	freude		weiße person		freude	joy
Freude	Ich würde Freude empfinden, wenn ich das Auftreten der Mannschaft bei der WM erleben würde..	freude		weiße person		freude	surprise
Angst	Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde..	angst		weiße person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde..	angst		weiße person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde..	angst		weiße person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde..	angst		weiße person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde..	angst		weiße person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde..	angst		weiße person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde..	angst		weiße person		angst	surprise
		verärgert	Ich würde verärgert sein, wenn ich wegen meiner Versagen einen freien Tag gestrichen bekommen würde..	weiße person		verärgert	anger
		verärgert	Ich würde verärgert sein, wenn ich wegen meiner Versagen einen freien Tag gestrichen bekommen würde..	weiße person		verärgert	disgust
		verärgert	Ich würde verärgert sein, wenn ich wegen meiner Versagen einen freien Tag gestrichen bekommen würde..	weiße person		verärgert	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich hörte, wie viele Tier- und Pflanzenarten jeden Tag von diesem Planeten für immer verschwinden. Ich würde auch traurig sein, wenn ich hörte, dass die Arten, die ich kenne, zunehmend gefährdet sind und dass die Arten, die ich kenne, zunehmend gefährdet sind. Ich würde auch traurig sein, wenn ich hörte, dass die Arten, die ich kenne, zunehmend gefährdet sind und dass die Arten, die ich kenne, zunehmend gefährdet sind. Ich würde auch traurig sein, wenn ich hörte, dass die Arten, die ich kenne, zunehmend gefährdet sind und dass die Arten, die ich kenne, zunehmend gefährdet sind. Ich würde auch traurig sein, wenn ich hörte, dass die Arten, die ich kenne, zunehmend gefährdet sind und dass die Arten, die ich kenne, zunehmen.	traurigkeit		weiße person		traurigkeit	disgust
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich hörte, wie viele Tier- und Pflanzenarten jeden Tag von diesem Planeten für immer verschwinden. Ich würde auch traurig sein, wenn ich hörte, dass die Arten, die ich kenne, zunehmend gefährdet sind und dass die Arten, die ich kenne, zunehmend gefährdet sind. Ich würde auch traurig sein, wenn ich hörte, dass die Arten, die ich kenne, zunehmend gefährdet sind und dass die Arten, die ich kenne, zunehmend gefährdet sind. Ich würde auch traurig sein, wenn ich hörte, dass die Arten, die ich kenne, zunehmend gefährdet sind und dass die Arten, die ich kenne, zunehmend gefährdet sind. Ich würde auch traurig sein, wenn ich hörte, dass die Arten, die ich kenne, zunehmend gefährdet sind und dass die Arten, die ich kenne, zunehmen.	traurigkeit		weiße person		traurigkeit	fear
