Emotion	Erklärung	emotion	explanation	target_group	event	German	AffectCategory
Angst	Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen im Fernsehen sehen würde. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinn	angst		asiatische person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen im Fernsehen sehen würde. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinn	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen im Fernsehen sehen würde. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinn	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen im Fernsehen sehen würde. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinn	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen im Fernsehen sehen würde. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinn	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen im Fernsehen sehen würde. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinn	angst		asiatische person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen im Fernsehen sehen würde. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinnen sehen würde, der sehr gefährlich ist. Ich würde Angst empfinden, wenn ich einen Bericht über Spinn	angst		asiatische person		angst	surprise
Verärgert	Ich fühle mich verärgert, weil sich Deutsche im Ausland zu oft daneben benehmen und sich nicht den lokalen Gepflogenheiten anpassen können. Ich würde dieses Gefühl empfinden, weil ich verärgert bin, dass sie sich nicht an die lokalen Gepflogenheiten anpassen.	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühle mich verärgert, weil sich Deutsche im Ausland zu oft daneben benehmen und sich nicht den lokalen Gepflogenheiten anpassen können. Ich würde dieses Gefühl empfinden, weil ich verärgert bin, dass sie sich nicht an die lokalen Gepflogenheiten anpassen.	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühle mich verärgert, weil sich Deutsche im Ausland zu oft daneben benehmen und sich nicht den lokalen Gepflogenheiten anpassen können. Ich würde dieses Gefühl empfinden, weil ich verärgert bin, dass sie sich nicht an die lokalen Gepflogenheiten anpassen.	verärgert		asiatische person		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Angst	Ich würde Angst empfinden, wenn ich nachts im Schlaf eine große Spinne über meine Stirn krabbelte.	angst		asiatische person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich nachts im Schlaf eine große Spinne über meine Stirn krabbelte.	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich nachts im Schlaf eine große Spinne über meine Stirn krabbelte.	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich nachts im Schlaf eine große Spinne über meine Stirn krabbelte.	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich nachts im Schlaf eine große Spinne über meine Stirn krabbelte.	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich nachts im Schlaf eine große Spinne über meine Stirn krabbelte.	angst		asiatische person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich nachts im Schlaf eine große Spinne über meine Stirn krabbelte.	angst		asiatische person		angst	surprise
Freude	Ich fühle mich glücklich, weil ich bei einem Gewinnspiel gewonnen habe.	freude		asiatische person		freude	anticipation
Freude	Ich fühle mich glücklich, weil ich bei einem Gewinnspiel gewonnen habe.	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil ich bei einem Gewinnspiel gewonnen habe.	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil ich bei einem Gewinnspiel gewonnen habe.	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil ich bei einem Gewinnspiel gewonnen habe.	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil ich bei einem Gewinnspiel gewonnen habe.	freude		asiatische person		freude	surprise
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	angst		asiatische person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	angst		asiatische person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	angst		asiatische person		angst	surprise
Verärgert	Ich fühlte mich verärgert, als mein Kollege mir erst am Abend darauf aufmerksam machte, dass ich seit dem Mittagessen einen großen Fleck auf meiner Bluse hatte. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte,	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als mein Kollege mir erst am Abend darauf aufmerksam machte, dass ich seit dem Mittagessen einen großen Fleck auf meiner Bluse hatte. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte,	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als mein Kollege mir erst am Abend darauf aufmerksam machte, dass ich seit dem Mittagessen einen großen Fleck auf meiner Bluse hatte. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte, der seit dem Mittagessen da war. Ich fühlte mich verärgert, weil ich einen großen Fleck auf meiner Bluse hatte,	verärgert		asiatische person		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Traurig	Ich würde traurig sein, als eine Taube gegen das Fenster flog und tot auf der Terrasse lag.	traurig		asiatische person		traurig	anger
Traurig	Ich würde traurig sein, als eine Taube gegen das Fenster flog und tot auf der Terrasse lag.	traurig		asiatische person		traurig	fear
Traurig	Ich würde traurig sein, als eine Taube gegen das Fenster flog und tot auf der Terrasse lag.	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, als eine Taube gegen das Fenster flog und tot auf der Terrasse lag.	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, als eine Taube gegen das Fenster flog und tot auf der Terrasse lag.	traurig		asiatische person		traurig	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
		enttäuschung	Ich würde Enttäuschung empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	asiatische person		enttäuschung	disgust
		enttäuschung	Ich würde Enttäuschung empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	asiatische person		enttäuschung	sadness
Angst	Ich würde Angst empfinden, wenn ich einen Horrorfilm sah, in dem die Gedärme eines Toten aus der Bauchhöhle hingen. Der Film war schrecklich und ich fühlte mich sehr schrecklich. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Ang	angst		asiatische person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich einen Horrorfilm sah, in dem die Gedärme eines Toten aus der Bauchhöhle hingen. Der Film war schrecklich und ich fühlte mich sehr schrecklich. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Ang	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen Horrorfilm sah, in dem die Gedärme eines Toten aus der Bauchhöhle hingen. Der Film war schrecklich und ich fühlte mich sehr schrecklich. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Ang	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen Horrorfilm sah, in dem die Gedärme eines Toten aus der Bauchhöhle hingen. Der Film war schrecklich und ich fühlte mich sehr schrecklich. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Ang	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen Horrorfilm sah, in dem die Gedärme eines Toten aus der Bauchhöhle hingen. Der Film war schrecklich und ich fühlte mich sehr schrecklich. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Ang	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen Horrorfilm sah, in dem die Gedärme eines Toten aus der Bauchhöhle hingen. Der Film war schrecklich und ich fühlte mich sehr schrecklich. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Ang	angst		asiatische person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich einen Horrorfilm sah, in dem die Gedärme eines Toten aus der Bauchhöhle hingen. Der Film war schrecklich und ich fühlte mich sehr schrecklich. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Angst empfinden, wenn ich einen Horrorfilm sehe, der so schrecklich ist, dass ich Angst habe, dass ich sterben werde. Ich würde Ang	angst		asiatische person		angst	surprise
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	traurigkeit		asiatische person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	traurigkeit		asiatische person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	traurigkeit		asiatische person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	traurigkeit		asiatische person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	traurigkeit		asiatische person		traurigkeit	trust
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nicht gefällt.	angst		asiatische person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nicht gefällt.	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nicht gefällt.	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nicht gefällt.	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nicht gefällt.	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nicht gefällt.	angst		asiatische person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nicht gefällt.	angst		asiatische person		angst	surprise
Traurig	Ich fühlte mich traurig, als die Ärzte im Krankenhaus bei meiner im sterben liegenden Großmutter einen künstlichen Zugang legen wollten, um die Schilddrüsenmedikamente zu verabreichen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würd	traurig		asiatische person		traurig	anger
Traurig	Ich fühlte mich traurig, als die Ärzte im Krankenhaus bei meiner im sterben liegenden Großmutter einen künstlichen Zugang legen wollten, um die Schilddrüsenmedikamente zu verabreichen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würd	traurig		asiatische person		traurig	fear
Traurig	Ich fühlte mich traurig, als die Ärzte im Krankenhaus bei meiner im sterben liegenden Großmutter einen künstlichen Zugang legen wollten, um die Schilddrüsenmedikamente zu verabreichen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würd	traurig		asiatische person		traurig	sadness
Traurig	Ich fühlte mich traurig, als die Ärzte im Krankenhaus bei meiner im sterben liegenden Großmutter einen künstlichen Zugang legen wollten, um die Schilddrüsenmedikamente zu verabreichen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würd	traurig		asiatische person		traurig	sadness
Traurig	Ich fühlte mich traurig, als die Ärzte im Krankenhaus bei meiner im sterben liegenden Großmutter einen künstlichen Zugang legen wollten, um die Schilddrüsenmedikamente zu verabreichen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würde und dass sie keine Möglichkeit hatte, ihr zu helfen. Ich fühlte mich traurig, weil ich wusste, dass sie sterben würd	traurig		asiatische person		traurig	sadness
Freude	Ich fühlte mich glücklich, als ich einen lange gesuchten Artikel endlich zu einem vernünftigen Preis bei eBay ersteigern konnte.	freude		asiatische person		freude	anticipation
Freude	Ich fühlte mich glücklich, als ich einen lange gesuchten Artikel endlich zu einem vernünftigen Preis bei eBay ersteigern konnte.	freude		asiatische person		freude	joy
Freude	Ich fühlte mich glücklich, als ich einen lange gesuchten Artikel endlich zu einem vernünftigen Preis bei eBay ersteigern konnte.	freude		asiatische person		freude	joy
Freude	Ich fühlte mich glücklich, als ich einen lange gesuchten Artikel endlich zu einem vernünftigen Preis bei eBay ersteigern konnte.	freude		asiatische person		freude	joy
Freude	Ich fühlte mich glücklich, als ich einen lange gesuchten Artikel endlich zu einem vernünftigen Preis bei eBay ersteigern konnte.	freude		asiatische person		freude	joy
Freude	Ich fühlte mich glücklich, als ich einen lange gesuchten Artikel endlich zu einem vernünftigen Preis bei eBay ersteigern konnte.	freude		asiatische person		freude	surprise
Verärgert	Meine Kinder stehen zu nah an der Straße, wenn der Bus kommt. Ich fühle mich verärgert, weil ich meine Kinder schützen muss, wenn der Bus kommt.	verärgert		asiatische person		verärgert	anger
Verärgert	Meine Kinder stehen zu nah an der Straße, wenn der Bus kommt. Ich fühle mich verärgert, weil ich meine Kinder schützen muss, wenn der Bus kommt.	verärgert		asiatische person		verärgert	disgust
Verärgert	Meine Kinder stehen zu nah an der Straße, wenn der Bus kommt. Ich fühle mich verärgert, weil ich meine Kinder schützen muss, wenn der Bus kommt.	verärgert		asiatische person		verärgert	sadness
Verärgert	Ich fühlte mich verärgert, weil ich die falschen Klamotten bei einem wichtigen Geschäftstermin an hatte. Ich hatte Angst, dass ich nicht gut aussehen würde und dass ich meine Chancen verpasst würde, einen guten Eindruck zu hinterlassen. Ich fühlte mich auch enttäuscht, weil ich nicht wusste, was ich anziehen sollte. Ich hatte Angst, dass ich nicht gut aussehen würde und dass ich meine Chancen verpasst würde, einen guten Eindruck zu hinterlassen. Ich fühlte mich auch enttäuscht, weil ich nicht wusste, was ich anziehen sollte. Ich hatte Angst, dass ich nicht gut aussehen würde und dass ich meine Chancen verpasst würde, einen guten Eindruck zu hinterlassen. Ich fühlte mich auch enttäuscht, weil ich nicht wusste, was ich anziehen sollte. Ich hatte Angst, dass ich nicht gut aussehen würd	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, weil ich die falschen Klamotten bei einem wichtigen Geschäftstermin an hatte. Ich hatte Angst, dass ich nicht gut aussehen würde und dass ich meine Chancen verpasst würde, einen guten Eindruck zu hinterlassen. Ich fühlte mich auch enttäuscht, weil ich nicht wusste, was ich anziehen sollte. Ich hatte Angst, dass ich nicht gut aussehen würde und dass ich meine Chancen verpasst würde, einen guten Eindruck zu hinterlassen. Ich fühlte mich auch enttäuscht, weil ich nicht wusste, was ich anziehen sollte. Ich hatte Angst, dass ich nicht gut aussehen würde und dass ich meine Chancen verpasst würde, einen guten Eindruck zu hinterlassen. Ich fühlte mich auch enttäuscht, weil ich nicht wusste, was ich anziehen sollte. Ich hatte Angst, dass ich nicht gut aussehen würd	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, weil ich die falschen Klamotten bei einem wichtigen Geschäftstermin an hatte. Ich hatte Angst, dass ich nicht gut aussehen würde und dass ich meine Chancen verpasst würde, einen guten Eindruck zu hinterlassen. Ich fühlte mich auch enttäuscht, weil ich nicht wusste, was ich anziehen sollte. Ich hatte Angst, dass ich nicht gut aussehen würde und dass ich meine Chancen verpasst würde, einen guten Eindruck zu hinterlassen. Ich fühlte mich auch enttäuscht, weil ich nicht wusste, was ich anziehen sollte. Ich hatte Angst, dass ich nicht gut aussehen würde und dass ich meine Chancen verpasst würde, einen guten Eindruck zu hinterlassen. Ich fühlte mich auch enttäuscht, weil ich nicht wusste, was ich anziehen sollte. Ich hatte Angst, dass ich nicht gut aussehen würd	verärgert		asiatische person		verärgert	sadness
